interview_id,application_id,round_number,interview_type,score,result,interviewer_feedback,duration_minutes
INT0003050,APP001748,1,Aptitude,69.3,Pass,Excellent Problem Solving,45
INT0003051,APP001748,2,Technical,95.8,Fail,Average Performance,120
INT0003052,APP001748,3,Aptitude,96.6,Fail,Good Communication,60
INT0003053,APP001748,4,Technical,68.9,Pass,Strong Technical Skills,120
INT0003054,APP001749,1,Coding,99.9,Pass,Good Communication,45
INT0003055,APP001749,2,Group Discussion,35.5,Pass,Average Performance,45
INT0003056,APP001749,3,HR,92.7,Pass,Average Performance,60
INT0003057,APP001749,4,Coding,62.0,Fail,Good Communication,90
INT0003058,APP001750,1,Aptitude,37.2,Pass,Good Communication,60
INT0003059,APP001750,2,Technical,89.3,On Hold,Excellent Problem Solving,60
INT0003060,APP001751,1,Technical,55.4,Fail,Lacks Domain Knowledge,60
INT0003061,APP001751,2,HR,96.7,Fail,Lacks Domain Knowledge,60
INT0003062,APP001752,1,Aptitude,88.1,Pass,Strong Technical Skills,30
INT0003063,APP001752,2,Case Study,39.7,Fail,Good Communication,30
INT0003064,APP001752,3,Technical,51.2,Pass,Excellent Problem Solving,45
INT0003065,APP001753,1,Technical,85.9,Fail,Lacks Domain Knowledge,90
INT0003066,APP001753,2,Case Study,70.8,Fail,Strong Technical Skills,30
INT0003067,APP001754,1,Case Study,31.1,Fail,Good Communication,120
INT0003068,APP001754,2,Technical,66.1,Pass,Lacks Domain Knowledge,45
INT0003069,APP001754,3,HR,37.4,On Hold,Excellent Problem Solving,60
INT0003070,APP001754,4,Technical,42.4,Pass,Needs Improvement,90
INT0003071,APP001755,1,Technical,65.6,On Hold,Average Performance,90
INT0003072,APP001755,2,Coding,70.1,On Hold,Average Performance,120
INT0003073,APP001755,3,Aptitude,99.7,Pass,Average Performance,120
INT0003074,APP001757,1,Group Discussion,44.6,Fail,Average Performance,60
INT0003075,APP001757,2,HR,89.5,Fail,Lacks Domain Knowledge,30
INT0003076,APP001757,3,HR,76.1,Pass,Strong Technical Skills,60
INT0003077,APP001759,1,Technical,72.6,Pass,Excellent Problem Solving,30
INT0003078,APP001759,2,Case Study,77.5,On Hold,Lacks Domain Knowledge,30
INT0003079,APP001759,3,Group Discussion,80.9,Fail,Excellent Problem Solving,45
INT0003080,APP001759,4,Aptitude,60.0,Pass,Lacks Domain Knowledge,60
INT0003081,APP001760,1,Coding,30.9,On Hold,Lacks Domain Knowledge,90
INT0003082,APP001760,2,Technical,94.0,Fail,Needs Improvement,30
INT0003083,APP001760,3,Case Study,56.3,Pass,Excellent Problem Solving,60
INT0003084,APP001761,1,Technical,60.7,On Hold,Needs Improvement,30
INT0003085,APP001761,2,Group Discussion,78.8,Fail,Average Performance,90
INT0003086,APP001761,3,Technical,53.7,On Hold,Good Communication,120
INT0003087,APP001761,4,Technical,85.5,Pass,Good Communication,120
INT0003088,APP001762,1,Aptitude,34.2,Pass,Strong Technical Skills,60
INT0003089,APP001762,2,Aptitude,46.2,Fail,Good Communication,60
INT0003090,APP001763,1,Group Discussion,98.8,Pass,Average Performance,120
INT0003091,APP001763,2,Case Study,88.9,Pass,Strong Technical Skills,60
INT0003092,APP001763,3,HR,55.1,Pass,Good Communication,90
INT0003093,APP001763,4,Case Study,94.6,On Hold,Strong Technical Skills,30
INT0003094,APP001765,1,HR,53.9,Fail,Needs Improvement,45
INT0003095,APP001765,2,HR,84.7,On Hold,Average Performance,120
INT0003096,APP001765,3,Case Study,64.0,Fail,Lacks Domain Knowledge,120
INT0003097,APP001765,4,HR,33.1,Fail,Needs Improvement,30
INT0003098,APP001767,1,Aptitude,53.6,Fail,Strong Technical Skills,45
INT0003099,APP001767,2,HR,55.0,Fail,Excellent Problem Solving,30
INT0003100,APP001768,1,HR,88.2,On Hold,Needs Improvement,120
INT0003101,APP001768,2,HR,45.4,Fail,Lacks Domain Knowledge,60
INT0003102,APP001769,1,Technical,92.4,On Hold,Lacks Domain Knowledge,60
INT0003103,APP001770,1,Group Discussion,31.7,Pass,Average Performance,90
INT0003104,APP001770,2,Group Discussion,52.0,Pass,Lacks Domain Knowledge,30
INT0003105,APP001770,3,Coding,83.5,Pass,Good Communication,120
INT0003106,APP001771,1,Case Study,94.7,Pass,Excellent Problem Solving,30
INT0003107,APP001771,2,HR,91.2,Fail,Good Communication,30
INT0003108,APP001771,3,Group Discussion,69.9,On Hold,Needs Improvement,60
INT0003109,APP001771,4,Technical,85.7,Pass,Good Communication,45
INT0003110,APP001772,1,Group Discussion,79.6,Fail,Average Performance,30
INT0003111,APP001772,2,Case Study,40.2,Fail,Good Communication,45
INT0003112,APP001773,1,Aptitude,58.9,On Hold,Strong Technical Skills,90
INT0003113,APP001773,2,Group Discussion,62.6,On Hold,Strong Technical Skills,45
INT0003114,APP001773,3,Coding,68.3,On Hold,Strong Technical Skills,60
INT0003115,APP001774,1,Case Study,47.7,Fail,Strong Technical Skills,60
INT0003116,APP001775,1,Technical,49.8,On Hold,Strong Technical Skills,45
INT0003117,APP001775,2,Case Study,82.2,On Hold,Needs Improvement,120
INT0003118,APP001775,3,Aptitude,87.2,On Hold,Lacks Domain Knowledge,120
INT0003119,APP001775,4,Aptitude,57.9,Pass,Average Performance,90
INT0003120,APP001776,1,Technical,87.3,Pass,Needs Improvement,120
INT0003121,APP001777,1,HR,84.5,Fail,Needs Improvement,60
INT0003122,APP001777,2,Technical,41.1,Pass,Needs Improvement,30
INT0003123,APP001777,3,Technical,99.8,Pass,Needs Improvement,60
INT0003124,APP001777,4,Aptitude,35.8,Fail,Good Communication,60
INT0003125,APP001778,1,Group Discussion,57.7,Fail,Needs Improvement,60
INT0003126,APP001778,2,Aptitude,69.1,Pass,Needs Improvement,45
INT0003127,APP001778,3,Technical,79.4,Pass,Excellent Problem Solving,45
INT0003128,APP001780,1,HR,56.6,Pass,Good Communication,120
INT0003129,APP001780,2,HR,84.2,On Hold,Excellent Problem Solving,60
INT0003130,APP001780,3,Aptitude,34.9,On Hold,Average Performance,30
INT0003131,APP001781,1,Case Study,58.2,Pass,Strong Technical Skills,120
INT0003132,APP001783,1,Technical,46.4,On Hold,Lacks Domain Knowledge,90
INT0003133,APP001784,1,HR,58.9,Fail,Strong Technical Skills,30
INT0003134,APP001784,2,Coding,72.1,On Hold,Needs Improvement,90
INT0003135,APP001784,3,Coding,94.9,Pass,Needs Improvement,120
INT0003136,APP001786,1,Case Study,57.2,Fail,Needs Improvement,90
INT0003137,APP001786,2,Technical,79.6,Fail,Good Communication,120
INT0003138,APP001786,3,Aptitude,32.4,Pass,Average Performance,60
INT0003139,APP001786,4,Technical,33.2,Fail,Average Performance,120
INT0003140,APP001787,1,Case Study,96.0,Pass,Good Communication,90
INT0003141,APP001787,2,Group Discussion,98.9,Pass,Excellent Problem Solving,60
INT0003142,APP001788,1,Group Discussion,94.7,Pass,Good Communication,60
INT0003143,APP001788,2,Aptitude,61.1,Fail,Strong Technical Skills,30
INT0003144,APP001788,3,Technical,96.7,Fail,Needs Improvement,45
INT0003145,APP001788,4,Case Study,63.7,Fail,Average Performance,60
INT0003146,APP001789,1,Coding,85.5,On Hold,Lacks Domain Knowledge,60
INT0003147,APP001789,2,Group Discussion,97.0,On Hold,Excellent Problem Solving,60
INT0003148,APP001789,3,Group Discussion,40.1,Fail,Lacks Domain Knowledge,45
INT0003149,APP001790,1,Technical,59.4,Fail,Lacks Domain Knowledge,60
INT0003150,APP001790,2,Coding,75.7,Fail,Excellent Problem Solving,120
INT0003151,APP001790,3,Aptitude,63.5,Fail,Lacks Domain Knowledge,90
INT0003152,APP001790,4,HR,74.6,Fail,Good Communication,45
INT0003153,APP001791,1,Group Discussion,89.8,On Hold,Average Performance,60
INT0003154,APP001791,2,HR,67.1,On Hold,Strong Technical Skills,60
INT0003155,APP001792,1,HR,69.7,Fail,Average Performance,30
INT0003156,APP001792,2,Aptitude,89.5,Pass,Lacks Domain Knowledge,90
INT0003157,APP001792,3,HR,86.5,Fail,Excellent Problem Solving,30
INT0003158,APP001794,1,Case Study,35.9,Fail,Excellent Problem Solving,45
INT0003159,APP001795,1,Case Study,49.9,On Hold,Needs Improvement,30
INT0003160,APP001795,2,Case Study,50.1,Pass,Lacks Domain Knowledge,45
INT0003161,APP001795,3,Group Discussion,73.2,Fail,Good Communication,45
INT0003162,APP001795,4,Group Discussion,62.0,Pass,Needs Improvement,30
INT0003163,APP001796,1,Technical,67.0,Pass,Strong Technical Skills,30
INT0003164,APP001796,2,Group Discussion,53.8,Pass,Needs Improvement,45
INT0003165,APP001797,1,Coding,50.8,On Hold,Good Communication,60
INT0003166,APP001798,1,Technical,36.7,Fail,Average Performance,90
INT0003167,APP001798,2,Aptitude,49.8,On Hold,Good Communication,60
INT0003168,APP001798,3,Coding,38.4,Pass,Excellent Problem Solving,30
INT0003169,APP001799,1,Case Study,68.7,Pass,Strong Technical Skills,90
INT0003170,APP001800,1,Group Discussion,53.5,Fail,Excellent Problem Solving,120
INT0003171,APP001800,2,Case Study,57.8,Pass,Needs Improvement,45
INT0003172,APP001800,3,Group Discussion,84.1,On Hold,Needs Improvement,30
INT0003173,APP001800,4,Case Study,72.6,On Hold,Average Performance,90
INT0003174,APP001802,1,Aptitude,85.0,Pass,Strong Technical Skills,120
INT0003175,APP001803,1,Case Study,92.2,Fail,Excellent Problem Solving,45
INT0003176,APP001804,1,Technical,65.3,Pass,Needs Improvement,90
INT0003177,APP001804,2,Coding,64.1,Fail,Needs Improvement,30
INT0003178,APP001804,3,Group Discussion,94.0,Pass,Good Communication,30
INT0003179,APP001804,4,Technical,47.9,Pass,Good Communication,90
INT0003180,APP001805,1,Aptitude,38.0,On Hold,Needs Improvement,90
INT0003181,APP001805,2,Group Discussion,83.2,Pass,Strong Technical Skills,120
INT0003182,APP001805,3,Technical,88.4,Pass,Needs Improvement,90
INT0003183,APP001805,4,Aptitude,62.6,Fail,Needs Improvement,60
INT0003184,APP001806,1,Coding,36.9,Pass,Lacks Domain Knowledge,60
INT0003185,APP001806,2,Case Study,83.6,On Hold,Strong Technical Skills,30
INT0003186,APP001806,3,Group Discussion,35.8,Pass,Average Performance,60
INT0003187,APP001808,1,Group Discussion,30.2,Pass,Average Performance,60
INT0003188,APP001808,2,Coding,70.0,Fail,Strong Technical Skills,90
INT0003189,APP001808,3,Technical,97.1,Pass,Excellent Problem Solving,30
INT0003190,APP001808,4,Coding,73.7,Fail,Average Performance,45
INT0003191,APP001809,1,Aptitude,41.4,Fail,Excellent Problem Solving,60
INT0003192,APP001809,2,Aptitude,48.9,On Hold,Lacks Domain Knowledge,60
INT0003193,APP001810,1,Technical,73.3,Fail,Lacks Domain Knowledge,30
INT0003194,APP001810,2,Coding,93.7,Fail,Lacks Domain Knowledge,60
INT0003195,APP001810,3,HR,38.1,On Hold,Good Communication,90
INT0003196,APP001811,1,Case Study,62.6,Pass,Lacks Domain Knowledge,120
INT0003197,APP001811,2,Group Discussion,66.7,Fail,Average Performance,30
INT0003198,APP001812,1,Coding,69.6,Fail,Strong Technical Skills,30
INT0003199,APP001812,2,Coding,34.4,Pass,Lacks Domain Knowledge,120
INT0003200,APP001812,3,Technical,91.2,On Hold,Strong Technical Skills,120
INT0003201,APP001813,1,Case Study,45.3,On Hold,Excellent Problem Solving,45
INT0003202,APP001813,2,HR,52.0,On Hold,Average Performance,60
INT0003203,APP001813,3,Group Discussion,83.7,Pass,Strong Technical Skills,90
INT0003204,APP001814,1,Aptitude,37.4,Pass,Strong Technical Skills,90
INT0003205,APP001814,2,Coding,58.4,On Hold,Needs Improvement,60
INT0003206,APP001814,3,HR,30.2,Fail,Good Communication,90
INT0003207,APP001814,4,HR,40.9,Fail,Needs Improvement,120
INT0003208,APP001816,1,Coding,74.5,Fail,Excellent Problem Solving,60
INT0003209,APP001818,1,Aptitude,59.6,On Hold,Good Communication,45
INT0003210,APP001818,2,Technical,92.0,On Hold,Lacks Domain Knowledge,90
INT0003211,APP001819,1,Aptitude,77.9,Pass,Needs Improvement,30
INT0003212,APP001819,2,Technical,57.7,Fail,Lacks Domain Knowledge,90
INT0003213,APP001822,1,Technical,54.7,Pass,Excellent Problem Solving,90
INT0003214,APP001822,2,Coding,32.1,On Hold,Lacks Domain Knowledge,90
INT0003215,APP001822,3,Group Discussion,73.6,Pass,Needs Improvement,60
INT0003216,APP001823,1,HR,49.6,Fail,Strong Technical Skills,120
INT0003217,APP001823,2,HR,52.2,Pass,Lacks Domain Knowledge,120
INT0003218,APP001825,1,Case Study,61.5,Fail,Average Performance,60
INT0003219,APP001826,1,Aptitude,58.7,On Hold,Lacks Domain Knowledge,120
INT0003220,APP001826,2,Case Study,91.3,On Hold,Strong Technical Skills,120
INT0003221,APP001826,3,Coding,98.7,Pass,Strong Technical Skills,30
INT0003222,APP001826,4,HR,70.1,Fail,Strong Technical Skills,60
INT0003223,APP001830,1,Coding,36.3,Pass,Good Communication,30
INT0003224,APP001830,2,Aptitude,56.4,Pass,Needs Improvement,30
INT0003225,APP001830,3,Coding,56.7,On Hold,Good Communication,30
INT0003226,APP001830,4,Aptitude,68.2,Fail,Strong Technical Skills,90
INT0003227,APP001831,1,Aptitude,42.8,Fail,Strong Technical Skills,45
INT0003228,APP001831,2,Aptitude,48.2,Pass,Average Performance,90
INT0003229,APP001831,3,Group Discussion,72.6,Fail,Needs Improvement,60
INT0003230,APP001831,4,Aptitude,34.2,On Hold,Needs Improvement,30
INT0003231,APP001832,1,Case Study,33.7,Pass,Excellent Problem Solving,60
INT0003232,APP001832,2,Case Study,49.6,Pass,Lacks Domain Knowledge,120
INT0003233,APP001832,3,Technical,95.2,Pass,Lacks Domain Knowledge,120
INT0003234,APP001835,1,HR,78.2,Pass,Strong Technical Skills,60
INT0003235,APP001835,2,HR,57.1,Fail,Excellent Problem Solving,60
INT0003236,APP001835,3,Group Discussion,52.9,On Hold,Strong Technical Skills,120
INT0003237,APP001836,1,Group Discussion,30.2,Pass,Lacks Domain Knowledge,120
INT0003238,APP001836,2,Technical,73.5,On Hold,Strong Technical Skills,120
INT0003239,APP001836,3,Coding,73.1,Fail,Needs Improvement,90
INT0003240,APP001837,1,Case Study,89.9,Fail,Excellent Problem Solving,120
INT0003241,APP001837,2,Case Study,39.5,Pass,Good Communication,90
INT0003242,APP001837,3,HR,90.4,Fail,Good Communication,60
INT0003243,APP001838,1,HR,91.5,On Hold,Needs Improvement,120
INT0003244,APP001838,2,Aptitude,50.4,Pass,Needs Improvement,30
INT0003245,APP001838,3,Coding,78.8,Pass,Average Performance,30
INT0003246,APP001838,4,Technical,35.9,On Hold,Average Performance,45
INT0003247,APP001839,1,Coding,59.8,Pass,Needs Improvement,120
INT0003248,APP001839,2,Coding,89.3,Fail,Lacks Domain Knowledge,45
INT0003249,APP001842,1,Group Discussion,58.6,Pass,Excellent Problem Solving,45
INT0003250,APP001842,2,Group Discussion,54.9,On Hold,Needs Improvement,120
INT0003251,APP001842,3,Case Study,69.8,On Hold,Average Performance,45
INT0003252,APP001842,4,Case Study,82.5,On Hold,Good Communication,90
INT0003253,APP001843,1,Case Study,78.8,On Hold,Needs Improvement,30
INT0003254,APP001843,2,Aptitude,49.5,Pass,Strong Technical Skills,45
INT0003255,APP001843,3,Coding,76.6,Pass,Strong Technical Skills,120
INT0003256,APP001843,4,Coding,94.8,Fail,Needs Improvement,120
INT0003257,APP001844,1,HR,35.6,Fail,Average Performance,30
INT0003258,APP001845,1,HR,78.9,On Hold,Excellent Problem Solving,60
INT0003259,APP001845,2,Technical,90.5,On Hold,Excellent Problem Solving,45
INT0003260,APP001845,3,Case Study,51.5,Fail,Average Performance,60
INT0003261,APP001846,1,Aptitude,55.2,On Hold,Average Performance,60
INT0003262,APP001847,1,Group Discussion,87.3,Fail,Average Performance,30
INT0003263,APP001848,1,HR,59.6,Pass,Lacks Domain Knowledge,120
INT0003264,APP001848,2,Case Study,58.4,Pass,Average Performance,45
INT0003265,APP001849,1,Aptitude,47.8,Pass,Average Performance,45
INT0003266,APP001849,2,Technical,94.7,Pass,Strong Technical Skills,120
INT0003267,APP001849,3,Case Study,55.0,Pass,Excellent Problem Solving,30
INT0003268,APP001850,1,Aptitude,77.8,Fail,Excellent Problem Solving,120
INT0003269,APP001851,1,HR,34.7,On Hold,Strong Technical Skills,90
INT0003270,APP001851,2,HR,33.8,Fail,Strong Technical Skills,30
INT0003271,APP001851,3,Group Discussion,92.6,Fail,Excellent Problem Solving,90
INT0003272,APP001851,4,Technical,55.6,On Hold,Needs Improvement,60
INT0003273,APP001852,1,Coding,32.1,On Hold,Needs Improvement,90
INT0003274,APP001852,2,HR,94.5,Pass,Strong Technical Skills,60
INT0003275,APP001854,1,HR,51.0,Pass,Excellent Problem Solving,45
INT0003276,APP001855,1,Group Discussion,57.4,Fail,Needs Improvement,30
INT0003277,APP001859,1,Technical,83.1,Fail,Needs Improvement,120
INT0003278,APP001860,1,Aptitude,68.8,Fail,Strong Technical Skills,120
INT0003279,APP001860,2,Group Discussion,43.0,Fail,Needs Improvement,60
INT0003280,APP001860,3,Group Discussion,72.0,Pass,Good Communication,60
INT0003281,APP001860,4,Coding,96.6,Pass,Good Communication,60
INT0003282,APP001861,1,Group Discussion,55.9,Pass,Excellent Problem Solving,30
INT0003283,APP001861,2,Coding,51.9,Pass,Average Performance,45
INT0003284,APP001862,1,Technical,62.2,Fail,Good Communication,30
INT0003285,APP001863,1,Case Study,51.5,Fail,Lacks Domain Knowledge,30
INT0003286,APP001863,2,Aptitude,59.2,On Hold,Good Communication,90
INT0003287,APP001863,3,Coding,84.1,Fail,Excellent Problem Solving,30
INT0003288,APP001863,4,Technical,56.4,On Hold,Average Performance,90
INT0003289,APP001865,1,Aptitude,34.3,Pass,Needs Improvement,45
INT0003290,APP001865,2,Technical,66.7,On Hold,Good Communication,45
INT0003291,APP001865,3,HR,90.9,Fail,Needs Improvement,120
INT0003292,APP001866,1,Coding,92.4,Fail,Excellent Problem Solving,90
INT0003293,APP001866,2,Coding,81.4,On Hold,Good Communication,30
INT0003294,APP001866,3,Aptitude,82.5,Fail,Average Performance,45
INT0003295,APP001866,4,Coding,87.4,On Hold,Needs Improvement,90
INT0003296,APP001867,1,Coding,64.8,Pass,Strong Technical Skills,90
INT0003297,APP001868,1,Technical,30.3,Fail,Lacks Domain Knowledge,90
INT0003298,APP001868,2,Technical,31.4,On Hold,Excellent Problem Solving,45
INT0003299,APP001868,3,Aptitude,60.1,Pass,Good Communication,60
INT0003300,APP001868,4,Coding,56.3,On Hold,Excellent Problem Solving,120
INT0003301,APP001869,1,Technical,59.5,On Hold,Excellent Problem Solving,120
INT0003302,APP001869,2,Aptitude,57.9,Pass,Strong Technical Skills,45
INT0003303,APP001870,1,Aptitude,87.4,Pass,Strong Technical Skills,30
INT0003304,APP001870,2,Technical,39.8,On Hold,Strong Technical Skills,120
INT0003305,APP001870,3,Technical,71.5,Pass,Good Communication,30
INT0003306,APP001872,1,Technical,96.1,On Hold,Strong Technical Skills,90
INT0003307,APP001872,2,Case Study,85.1,Fail,Average Performance,45
INT0003308,APP001872,3,HR,83.7,Pass,Good Communication,60
INT0003309,APP001872,4,Technical,30.8,On Hold,Good Communication,120
INT0003310,APP001873,1,Coding,54.2,On Hold,Good Communication,45
INT0003311,APP001874,1,Group Discussion,45.0,Pass,Needs Improvement,60
INT0003312,APP001877,1,Group Discussion,73.8,Fail,Strong Technical Skills,90
INT0003313,APP001877,2,Aptitude,46.5,On Hold,Average Performance,120
INT0003314,APP001881,1,Aptitude,86.6,Fail,Good Communication,45
INT0003315,APP001881,2,Technical,87.0,Fail,Excellent Problem Solving,30
INT0003316,APP001881,3,Coding,86.8,Pass,Average Performance,60
INT0003317,APP001881,4,Technical,98.8,Fail,Good Communication,90
INT0003318,APP001882,1,Technical,78.2,Pass,Average Performance,60
INT0003319,APP001882,2,Group Discussion,33.8,Fail,Needs Improvement,90
INT0003320,APP001884,1,Group Discussion,84.2,On Hold,Excellent Problem Solving,30
INT0003321,APP001886,1,Coding,39.1,On Hold,Strong Technical Skills,45
INT0003322,APP001886,2,Group Discussion,70.3,Pass,Average Performance,60
INT0003323,APP001887,1,Aptitude,62.5,On Hold,Good Communication,45
INT0003324,APP001888,1,Coding,35.0,On Hold,Lacks Domain Knowledge,120
INT0003325,APP001888,2,Group Discussion,65.0,Pass,Strong Technical Skills,45
INT0003326,APP001888,3,Coding,80.7,Pass,Lacks Domain Knowledge,90
INT0003327,APP001888,4,HR,58.4,Fail,Needs Improvement,45
INT0003328,APP001889,1,Coding,34.5,On Hold,Needs Improvement,90
INT0003329,APP001889,2,Coding,51.6,Pass,Average Performance,120
INT0003330,APP001889,3,Coding,68.9,Fail,Average Performance,90
INT0003331,APP001889,4,HR,84.6,Fail,Strong Technical Skills,120
INT0003332,APP001890,1,Technical,47.9,On Hold,Excellent Problem Solving,30
